Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Day,Day name,Month,Month name,Year,Age Group
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,4,Wednesday,10,October,2023,Young
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,8,Sunday,1,January,2023,Senior
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,17,Friday,2,February,2023,Young
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,2,Tuesday,5,May,2023,Senior
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,27,Monday,3,March,2023,Young
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,28,Friday,7,July,2023,Young
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,6,Wednesday,9,September,2023,Young
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,4,Monday,9,September,2023,Middle
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,20,Thursday,4,April,2023,Young
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,25,Tuesday,7,July,2023,Senior
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,31,Tuesday,1,January,2023,Young
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,26,Sunday,3,March,2023,Young
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,14,Friday,7,July,2023,Senior
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,2,Monday,1,January,2023,Young
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,19,Wednesday,7,July,2023,Middle
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,16,Tuesday,5,May,2023,Young
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,21,Monday,8,August,2023,Senior
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,27,Saturday,5,May,2023,Young
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,5,Saturday,8,August,2023,Middle
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,23,Saturday,12,December,2023,Young
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,12,Thursday,10,October,2023,Young
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,5,Tuesday,12,December,2023,Middle
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,7,Thursday,9,September,2023,Middle
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,21,Tuesday,3,March,2023,Senior
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,8,Saturday,4,April,2023,Senior
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,1,Thursday,6,June,2023,Senior
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,22,Saturday,4,April,2023,Senior
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,30,Monday,1,January,2023,Young
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,24,Tuesday,10,October,2023,Senior
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,5,Thursday,10,October,2023,Middle
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,1,Wednesday,2,February,2023,Young
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,10,Saturday,6,June,2023,Young
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,30,Monday,1,January,2023,Senior
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,26,Thursday,1,January,2023,Young
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,27,Friday,10,October,2023,Senior
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,2,Saturday,9,September,2023,Senior
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,15,Friday,9,September,2023,Young
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,29,Friday,9,September,2023,Senior
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,22,Wednesday,3,March,2023,Middle
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,30,Monday,1,January,2023,Senior
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,18,Monday,9,September,2023,Young
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,11,Saturday,2,February,2023,Young
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,6,Thursday,4,April,2023,Senior
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,5,Sunday,2,February,2023,Senior
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,1,Wednesday,11,November,2023,Middle
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,4,Saturday,2,February,2023,Senior
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,12,Tuesday,12,December,2023,Senior
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,1,Monday,5,May,2023,Middle
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,26,Wednesday,7,July,2023,Senior
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,3,Friday,3,March,2023,Young
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,19,Thursday,10,October,2023,Middle
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,7,Sunday,5,May,2023,Middle
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,24,Tuesday,10,October,2023,Middle
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,1,Wednesday,11,November,2023,Young
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,21,Saturday,1,January,2023,Middle
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,14,Tuesday,11,November,2023,Senior
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,11,Saturday,2,February,2023,Senior
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,3,Thursday,8,August,2023,Middle
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,3,Sunday,12,December,2023,Middle
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,26,Thursday,10,October,2023,Senior
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,17,Tuesday,10,October,2023,Young
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,25,Monday,9,September,2023,Senior
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,11,Sunday,6,June,2023,Senior
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,14,Sunday,5,May,2023,Middle
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,15,Saturday,4,April,2023,Senior
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,9,Saturday,12,December,2023,Senior
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,10,Saturday,6,June,2023,Senior
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,3,Wednesday,5,May,2023,Middle
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,16,Tuesday,5,May,2023,Middle
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,22,Saturday,7,July,2023,Senior
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,9,Thursday,3,March,2023,Middle
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,10,Sunday,12,December,2023,Middle
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,27,Monday,11,November,2023,Senior
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,3,Saturday,6,June,2023,Senior
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,23,Wednesday,8,August,2023,Young
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,11,Sunday,6,June,2023,Middle
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,7,Tuesday,2,February,2023,Senior
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,5,Thursday,1,January,2023,Senior
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,23,Wednesday,8,August,2023,Senior
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,15,Wednesday,11,November,2023,Young
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,16,Monday,10,October,2023,Young
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,21,Tuesday,2,February,2023,Young
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,7,Tuesday,2,February,2023,Young
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,3,Tuesday,10,October,2023,Young
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,20,Thursday,4,April,2023,Senior
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,17,Sunday,9,September,2023,Middle
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,16,Tuesday,5,May,2023,Senior
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,9,Thursday,3,March,2023,Senior
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,28,Wednesday,6,June,2023,Senior
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,5,Sunday,2,February,2023,Senior
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,6,Saturday,5,May,2023,Senior
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,9,Sunday,7,July,2023,Middle
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,26,Friday,5,May,2023,Senior
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,22,Wednesday,3,March,2023,Senior
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,13,Sunday,8,August,2023,Senior
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,6,Friday,10,October,2023,Senior
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,27,Wednesday,12,December,2023,Senior
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,4,Sunday,6,June,2023,Middle
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,10,Friday,11,November,2023,Senior
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,1,Friday,12,December,2023,Young
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,28,Thursday,9,September,2023,Middle
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,5,Thursday,1,January,2023,Young
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,8,Friday,12,December,2023,Young
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,11,Wednesday,10,October,2023,Young
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,3,Saturday,6,June,2023,Young
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,6,Wednesday,12,December,2023,Senior
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,23,Thursday,2,February,2023,Senior
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,10,Friday,3,March,2023,Young
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,16,Tuesday,5,May,2023,Senior
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,1,Wednesday,3,March,2023,Senior
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,24,Friday,2,February,2023,Senior
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,11,Wednesday,10,October,2023,Senior
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,21,Tuesday,3,March,2023,Middle
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,20,Saturday,5,May,2023,Middle
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,25,Thursday,5,May,2023,Senior
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,6,Monday,11,November,2023,Young
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,18,Tuesday,4,April,2023,Young
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,25,Sunday,6,June,2023,Senior
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,15,Saturday,4,April,2023,Senior
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,18,Monday,12,December,2023,Young
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,21,Tuesday,11,November,2023,Young
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,16,Tuesday,5,May,2023,Senior
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,16,Saturday,9,September,2023,Young
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,8,Friday,9,September,2023,Middle
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,9,Tuesday,5,May,2023,Senior
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,27,Friday,1,January,2023,Senior
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,17,Friday,2,February,2023,Senior
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,21,Tuesday,11,November,2023,Middle
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,5,Saturday,8,August,2023,Senior
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,22,Monday,5,May,2023,Middle
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,23,Monday,1,January,2023,Young
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,2,Monday,1,January,2023,Middle
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,20,Tuesday,6,June,2023,Young
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,8,Wednesday,3,March,2023,Young
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,23,Thursday,11,November,2023,Senior
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,15,Monday,5,May,2023,Senior
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,24,Friday,3,March,2023,Young
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,15,Tuesday,8,August,2023,Young
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,10,Tuesday,10,October,2023,Middle
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,28,Thursday,12,December,2023,Senior
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,7,Monday,8,August,2023,Middle
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,15,Sunday,10,October,2023,Senior
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,5,Thursday,1,January,2023,Senior
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,27,Monday,2,February,2023,Young
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,8,Wednesday,2,February,2023,Middle
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,20,Wednesday,12,December,2023,Young
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,18,Saturday,3,March,2023,Senior
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,7,Saturday,10,October,2023,Middle
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,19,Thursday,1,January,2023,Middle
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,9,Sunday,7,July,2023,Senior
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,26,Thursday,10,October,2023,Senior
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,10,Tuesday,10,October,2023,Senior
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,17,Friday,3,March,2023,Senior
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,9,Wednesday,8,August,2023,Young
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,7,Tuesday,3,March,2023,Senior
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,22,Sunday,1,January,2023,Senior
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,7,Wednesday,6,June,2023,Young
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,6,Thursday,7,July,2023,Young
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,21,Saturday,1,January,2023,Senior
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,3,Monday,7,July,2023,Young
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,18,Tuesday,4,April,2023,Senior
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,16,Saturday,12,December,2023,Middle
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,8,Monday,5,May,2023,Senior
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,8,Friday,12,December,2023,Young
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,22,Wednesday,2,February,2023,Senior
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,1,Saturday,7,July,2023,Middle
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,14,Saturday,10,October,2023,Senior
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,28,Friday,7,July,2023,Senior
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,14,Tuesday,11,November,2023,Middle
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,21,Tuesday,3,March,2023,Young
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,2,Tuesday,5,May,2023,Middle
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,25,Saturday,3,March,2023,Young
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,1,Saturday,4,April,2023,Senior
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,31,Monday,7,July,2023,Senior
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,13,Friday,1,January,2023,Middle
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,2,Sunday,4,April,2023,Middle
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,20,Tuesday,6,June,2023,Senior
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,30,Sunday,7,July,2023,Senior
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,9,Saturday,12,December,2023,Middle
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,8,Monday,5,May,2023,Young
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,17,Wednesday,5,May,2023,Senior
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,23,Thursday,3,March,2023,Middle
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,26,Tuesday,12,December,2023,Middle
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,25,Saturday,2,February,2023,Senior
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,15,Saturday,7,July,2023,Young
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,20,Friday,1,January,2023,Young
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,29,Tuesday,8,August,2023,Young
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,24,Monday,4,April,2023,Middle
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,13,Thursday,4,April,2023,Senior
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,24,Thursday,8,August,2023,Senior
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,29,Thursday,6,June,2023,Middle
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,6,Tuesday,6,June,2023,Middle
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,27,Thursday,4,April,2023,Young
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,25,Tuesday,4,April,2023,Senior
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,13,Friday,1,January,2023,Young
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,4,Monday,12,December,2023,Young
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,9,Sunday,4,April,2023,Middle
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,24,Monday,7,July,2023,Middle
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,18,Sunday,6,June,2023,Senior
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,23,Tuesday,5,May,2023,Middle
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,5,Sunday,2,February,2023,Middle
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,23,Tuesday,5,May,2023,Senior
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,29,Thursday,6,June,2023,Senior
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,25,Saturday,11,November,2023,Middle
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,18,Monday,9,September,2023,Middle
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,24,Monday,7,July,2023,Young
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,14,Thursday,12,December,2023,Young
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,2,Monday,10,October,2023,Middle
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,19,Monday,6,June,2023,Senior
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,15,Sunday,1,January,2023,Senior
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,1,Wednesday,3,March,2023,Senior
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,14,Sunday,5,May,2023,Middle
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,2,Sunday,4,April,2023,Middle
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,25,Wednesday,10,October,2023,Middle
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,16,Tuesday,5,May,2023,Middle
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,20,Friday,1,January,2023,Young
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,25,Saturday,2,February,2023,Middle
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,2,Thursday,11,November,2023,Middle
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,11,Friday,8,August,2023,Senior
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,26,Monday,6,June,2023,Middle
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,10,Saturday,6,June,2023,Middle
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,12,Saturday,8,August,2023,Middle
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,7,Tuesday,11,November,2023,Senior
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,19,Tuesday,9,September,2023,Young
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,1,Wednesday,3,March,2023,Young
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,17,Monday,7,July,2023,Senior
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,23,Monday,10,October,2023,Young
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,8,Saturday,4,April,2023,Senior
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,11,Thursday,5,May,2023,Middle
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,23,Monday,1,January,2023,Middle
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,29,Friday,12,December,2023,Senior
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,12,Saturday,8,August,2023,Senior
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,1,Sunday,1,January,2023,Senior
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,24,Sunday,9,September,2023,Senior
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,3,Tuesday,10,October,2023,Senior
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,18,Monday,12,December,2023,Senior
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,10,Sunday,12,December,2023,Middle
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,11,Tuesday,4,April,2023,Senior
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,6,Thursday,7,July,2023,Middle
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,9,Wednesday,8,August,2023,Middle
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,5,Sunday,2,February,2023,Young
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,7,Thursday,12,December,2023,Middle
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,19,Monday,6,June,2023,Senior
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,16,Thursday,11,November,2023,Young
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,10,Saturday,6,June,2023,Middle
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,6,Wednesday,12,December,2023,Senior
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,5,Sunday,3,March,2023,Senior
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,3,Saturday,6,June,2023,Young
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,17,Sunday,9,September,2023,Young
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,8,Thursday,6,June,2023,Young
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,8,Friday,12,December,2023,Senior
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,29,Saturday,7,July,2023,Senior
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,17,Saturday,6,June,2023,Young
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,26,Wednesday,7,July,2023,Senior
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,23,Saturday,12,December,2023,Young
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,1,Thursday,6,June,2023,Young
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,11,Wednesday,10,October,2023,Middle
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,7,Tuesday,3,March,2023,Senior
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,9,Sunday,4,April,2023,Senior
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,4,Friday,8,August,2023,Senior
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,7,Thursday,12,December,2023,Middle
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,14,Friday,7,July,2023,Middle
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,13,Wednesday,12,December,2023,Senior
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,31,Friday,3,March,2023,Young
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,12,Sunday,11,November,2023,Senior
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,19,Thursday,10,October,2023,Young
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,4,Sunday,6,June,2023,Young
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,27,Thursday,7,July,2023,Young
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,8,Sunday,10,October,2023,Middle
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,1,Sunday,1,January,2023,Middle
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,5,Monday,6,June,2023,Young
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,27,Saturday,5,May,2023,Senior
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,18,Tuesday,4,April,2023,Senior
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,9,Wednesday,8,August,2023,Young
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,24,Tuesday,10,October,2023,Senior
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,7,Tuesday,11,November,2023,Middle
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,2,Saturday,12,December,2023,Senior
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,14,Wednesday,6,June,2023,Young
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,27,Sunday,8,August,2023,Senior
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,15,Tuesday,8,August,2023,Senior
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,15,Tuesday,8,August,2023,Senior
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,12,Tuesday,12,December,2023,Middle
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,20,Thursday,4,April,2023,Middle
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,19,Tuesday,9,September,2023,Senior
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,31,Thursday,8,August,2023,Senior
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,28,Tuesday,3,March,2023,Senior
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,4,Monday,12,December,2023,Middle
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,13,Monday,2,February,2023,Young
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,26,Friday,5,May,2023,Senior
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,21,Thursday,9,September,2023,Middle
